"A10" "A50" "A100" "A500" "A5000"
"2860" 0 0 0 0 1
"2861" 1 0 0 1 0
"2862" 1 0 1 1 0
"2863" 0 1 0 0 0
"2864" 0 0 0 0 0
"2865" 0 0 1 0 1
"2866" 0 0 1 0 0
"2867" 1 1 0 1 0
"2868" 1 0 0 0 0
"2869" 1 0 0 0 0
"2870" 0 0 0 1 0
"2871" 1 0 1 1 0
"2872" 1 0 0 0 0
"2873" 0 0 1 1 1
"2874" 0 1 1 0 0
"2875" 0 1 1 0 0
"2876" 0 1 0 1 1
"2877" 1 0 1 0 1
"2878" 1 0 0 0 1
"2879" 1 1 0 1 1
"2880" 0 0 1 0 0
"2881" 1 1 1 0 0
"2882" 1 0 1 1 0
"2883" 0 1 0 1 0
"2884" 0 1 0 1 0
"2885" 0 1 0 1 1
"2886" 0 1 0 1 0
"2887" 1 1 1 0 1
"2888" 1 1 0 1 0
"2889" 1 0 1 0 1
"2890" 0 1 0 1 0
"2891" 1 0 1 0 0
"2892" 1 0 0 1 1
"2893" 0 0 0 0 1
"2894" 0 1 0 0 1
"2895" 0 1 0 0 1
"2896" 0 1 1 0 0
"2897" 1 1 0 0 0
"2898" 1 1 0 1 0
"2899" 1 0 1 1 0
"2900" 0 0 1 0 1
"2901" 1 1 0 0 1
"2902" 1 0 1 0 0
"2903" 0 0 0 1 0
"2904" 0 1 1 0 0
"2905" 0 1 1 0 0
"2906" 0 0 0 0 1
"2907" 1 1 1 0 0
"2908" 1 0 1 1 0
"2909" 1 0 0 0 0
"2910" 0 0 0 1 1
"2911" 1 0 1 0 0
"2912" 1 0 0 1 1
"2913" 0 1 0 1 1
"2914" 0 0 0 0 1
"2915" 0 0 1 1 1
"2916" 0 0 0 0 0
"2917" 1 1 1 1 0
"2918" 1 0 1 0 1
"2919" 1 0 0 1 0
"2920" 0 0 0 1 0
"2921" 1 0 1 1 1
"2922" 1 0 1 1 1
"2923" 0 0 1 0 0
"2924" 0 1 0 0 1
"2925" 0 1 0 1 1
"2926" 0 1 0 0 0
"2927" 1 0 1 1 0
"2928" 1 0 1 1 0
"2929" 1 1 0 0 1
"2930" 0 0 0 1 1
"2931" 1 1 0 1 1
"2932" 1 0 1 0 0
"2933" 0 1 0 0 0
"2934" 0 1 0 0 0
"2935" 0 1 0 0 0
"2936" 0 1 0 1 1
"2937" 1 1 0 0 1
"2938" 1 1 1 1 1
"2939" 1 0 1 1 1
"2940" 0 1 1 1 1
"2941" 1 0 1 0 0
"2942" 1 0 0 1 0
"2943" 0 0 0 0 0
"2944" 0 1 0 1 1
"2945" 0 1 1 0 0
"2946" 0 1 0 0 0
"2947" 1 1 0 1 1
"2948" 1 1 0 0 1
"2949" 1 0 1 1 1
"2950" 0 0 0 1 0
"2951" 1 1 0 1 1
"2952" 1 0 0 0 0
"2953" 0 0 1 0 0
"2954" 0 1 0 0 0
"2955" 0 1 1 0 0
"2956" 0 0 0 1 1
"2957" 1 1 1 1 0
"2958" 1 0 0 0 1
"2959" 1 0 0 1 1
"2960" 0 0 0 1 0
"2961" 1 0 0 1 1
"2962" 1 0 1 1 1
"2963" 0 1 0 0 0
"2964" 0 0 0 0 0
"2965" 0 0 1 0 1
"2966" 0 0 1 0 0
"2967" 1 1 0 1 0
"2968" 1 0 0 0 1
"2969" 1 0 0 1 0
"2970" 0 0 0 0 0
"2971" 1 0 1 0 0
"2972" 1 0 0 1 0
"2973" 0 0 1 1 1
"2974" 0 1 1 0 1
"2975" 0 1 1 1 1
"2976" 0 1 0 1 1
"2977" 1 0 1 0 1
"2978" 1 0 0 0 0
"2979" 1 1 0 1 0
"2980" 0 0 1 0 1
"2981" 1 1 1 0 0
"2982" 1 0 1 1 0
"2983" 0 1 0 0 0
"2984" 0 1 0 0 0
"2985" 0 1 0 1 1
"2986" 0 1 0 0 1
"2987" 1 1 1 0 1
"2988" 1 1 0 0 1
"2989" 1 0 1 1 1
"2990" 0 1 0 1 1
"2991" 1 0 1 1 0
"2992" 1 0 0 0 0
"2993" 0 0 0 0 1
"2994" 0 1 0 1 0
"2995" 0 1 0 0 1
"2996" 0 1 1 0 0
"2997" 1 1 0 0 1
"2998" 1 1 0 1 0
"2999" 1 0 1 1 0
"3000" 0 0 1 0 0
"3001" 1 1 0 1 1
"3002" 1 0 1 0 0
"3003" 0 0 0 0 0
"3004" 0 1 1 0 0
"3005" 0 1 1 0 1
"3006" 0 0 0 1 0
"3007" 1 1 1 1 0
"3008" 1 0 1 1 0
"3009" 1 0 0 1 0
"3010" 0 0 0 1 0
"3011" 1 0 1 0 0
"3012" 1 0 0 0 0
"3013" 0 1 0 1 0
"3014" 0 0 0 0 0
"3015" 0 0 1 0 0
"3016" 0 0 0 0 0
"3017" 1 1 1 0 0
"3018" 1 0 1 1 1
"3019" 1 0 0 0 1
"3020" 0 0 0 0 1
"3021" 1 0 1 1 1
"3022" 1 0 1 1 0
"3023" 0 0 1 0 0
"3024" 0 1 0 1 1
"3025" 0 1 0 0 0
"3026" 0 1 0 0 0
"3027" 1 0 1 1 1
"3028" 1 0 1 0 0
"3029" 1 1 0 0 0
"3030" 0 0 0 0 0
"3031" 1 1 0 0 0
"3032" 1 0 1 0 1
"3033" 0 1 0 1 0
"3034" 0 1 0 0 0
"3035" 0 1 0 1 0
"3036" 0 1 0 1 1
"3037" 1 1 0 1 0
"3038" 1 1 1 0 1
"3039" 1 0 1 0 0
"3040" 0 1 1 0 0
"3041" 1 0 1 0 0
"3042" 1 0 0 1 1
"3043" 0 0 0 0 0
"3044" 0 1 0 1 0
"3045" 0 1 1 0 1
"3046" 0 1 0 1 1
"3047" 1 1 0 0 0
"3048" 1 1 0 0 1
"3049" 1 0 1 0 0
"3050" 0 0 0 0 1
"3051" 1 1 0 0 0
"3052" 1 0 0 1 0
"3053" 0 0 1 1 1
"3054" 0 1 0 1 1
"3055" 0 1 1 0 0
"3056" 0 0 0 1 0
"3057" 1 1 1 0 0
"3058" 1 0 0 0 1
"3059" 1 0 0 1 1
"3060" 0 0 0 0 1
"3061" 1 0 0 0 0
"3062" 1 0 1 0 1
"3063" 0 1 0 0 0
"3064" 0 0 0 0 0
"3065" 0 0 1 1 0
"3066" 0 0 1 1 0
"3067" 1 1 0 0 0
"3068" 1 0 0 1 1
"3069" 1 0 0 0 0
"3070" 0 0 0 1 0
"3071" 1 0 1 1 0
"3072" 1 0 0 0 0
"3073" 0 0 1 0 1
"3074" 0 1 1 1 0
"3075" 0 1 1 1 0
"3076" 0 1 0 1 0
"3077" 1 0 1 0 0
"3078" 1 0 0 1 1
"3079" 1 1 0 0 1
"3080" 0 0 1 1 0
"3081" 1 1 1 0 0
"3082" 1 0 1 0 0
"3083" 0 1 0 1 1
"3084" 0 1 0 0 0
"3085" 0 1 0 0 0
"3086" 0 1 0 0 1
"3087" 1 1 1 1 0
"3088" 1 1 0 0 1
"3089" 1 0 1 1 1
"3090" 0 1 0 0 0
"3091" 1 0 1 0 1
"3092" 1 0 0 0 1
"3093" 0 0 0 1 1
"3094" 0 1 0 0 0
"3095" 0 1 0 1 0
"3096" 0 1 1 0 0
"3097" 1 1 0 1 0
"3098" 1 1 0 0 0
"3099" 1 0 1 0 0
"3100" 0 0 1 0 1
"3101" 1 1 0 1 1
"3102" 1 0 1 1 0
"3103" 0 0 0 0 0
"3104" 0 1 1 0 1
"3105" 0 1 1 0 0
"3106" 0 0 0 1 1
"3107" 1 1 1 0 0
"3108" 1 0 1 0 0
"3109" 1 0 0 0 1
"3110" 0 0 0 1 0
"3111" 1 0 1 0 0
"3112" 1 0 0 1 0
"3113" 0 1 0 1 0
"3114" 0 0 0 0 0
"3115" 0 0 1 1 1
"3116" 0 0 0 1 1
"3117" 1 1 1 1 0
"3118" 1 0 1 1 1
"3119" 1 0 0 1 0
"3120" 0 0 0 0 0
"3121" 1 0 1 1 0
"3122" 1 0 1 1 0
"3123" 0 0 1 0 1
"3124" 0 1 0 0 1
"3125" 0 1 0 0 0
"3126" 0 1 0 0 1
"3127" 1 0 1 0 1
"3128" 1 0 1 1 0
"3129" 1 1 0 1 1
"3130" 0 0 0 1 1
"3131" 1 1 0 1 0
"3132" 1 0 1 0 0
"3133" 0 1 0 0 0
"3134" 0 1 0 0 1
"3135" 0 1 0 1 0
"3136" 0 1 0 0 1
"3137" 1 1 0 0 0
"3138" 1 1 1 0 0
"3139" 1 0 1 0 0
"3140" 0 1 1 0 1
"3141" 1 0 1 1 1
"3142" 1 0 0 0 1
"3143" 0 0 0 0 1
"3144" 0 1 0 0 1
"3145" 0 1 1 0 0
"3146" 0 1 0 0 1
"3147" 1 1 0 0 0
"3148" 1 1 0 0 0
"3149" 1 0 1 0 1
"3150" 0 0 0 0 1
"3151" 1 1 0 0 1
"3152" 1 0 0 1 1
"3153" 0 0 1 1 0
"3154" 0 1 0 1 0
"3155" 0 1 1 1 0
"3156" 0 0 0 0 0
"3157" 1 1 1 0 1
"3158" 1 0 0 1 1
"3159" 1 0 0 1 1
"3160" 0 0 0 1 1
"3161" 1 0 0 1 1
"3162" 1 0 1 1 1
"3163" 0 1 0 0 0
"3164" 0 0 0 1 1
"3165" 0 0 1 0 0
"3166" 0 0 1 0 0
"3167" 1 1 0 1 0
"3168" 1 0 0 1 1
"3169" 1 0 0 1 0
"3170" 0 0 0 0 1
"3171" 1 0 1 0 1
"3172" 1 0 0 0 0
"3173" 0 0 1 1 1
"3174" 0 1 1 1 0
"3175" 0 1 1 0 1
"3176" 0 1 0 0 0
"3177" 1 0 1 0 0
"3178" 1 0 0 1 1
"3179" 1 1 0 1 1
"3180" 0 0 1 0 1
"3181" 1 1 1 0 1
"3182" 1 0 1 1 1
"3183" 0 1 0 1 0
"3184" 0 1 0 1 1
"3185" 0 1 0 0 0
"3186" 0 1 0 0 0
"3187" 1 1 1 1 1
"3188" 1 1 0 0 1
"3189" 1 0 1 0 0
"3190" 0 1 0 0 0
"3191" 1 0 1 0 0
"3192" 1 0 0 0 0
"3193" 0 0 0 0 0
"3194" 0 1 0 0 1
"3195" 0 1 0 0 1
"3196" 0 1 1 0 0
"3197" 1 1 0 1 1
"3198" 1 1 0 0 0
"3199" 1 0 1 0 0
"3200" 0 0 1 1 0
"3201" 1 1 0 1 1
"3202" 1 0 1 1 0
"3203" 0 0 0 1 0
"3204" 0 1 1 0 1
"3205" 0 1 1 0 0
"3206" 0 0 0 0 1
"3207" 1 1 1 1 0
"3208" 1 0 1 0 1
"3209" 1 0 0 1 1
"3210" 0 0 0 1 0
"3211" 1 0 1 0 1
"3212" 1 0 0 0 1
"3213" 0 1 0 1 0
"3214" 0 0 0 1 0
"3215" 0 0 1 0 1
"3216" 0 0 0 1 0
"3217" 1 1 1 1 0
"3218" 1 0 1 1 1
"3219" 1 0 0 0 1
"3220" 0 0 0 1 1
"3221" 1 0 1 1 0
"3222" 1 0 1 0 1
"3223" 0 0 1 0 0
"3224" 0 1 0 1 1
"3225" 0 1 0 0 0
"3226" 0 1 0 1 1
"3227" 1 0 1 0 0
"3228" 1 0 1 1 0
"3229" 1 1 0 0 0
"3230" 0 0 0 0 1
"3231" 1 1 0 0 1
"3232" 1 0 1 0 0
"3233" 0 1 0 1 1
"3234" 0 1 0 0 0
"3235" 0 1 0 1 1
"3236" 0 1 0 0 1
"3237" 1 1 0 1 0
"3238" 1 1 1 0 1
"3239" 1 0 1 0 0
"3240" 0 1 1 0 0
"3241" 1 0 1 1 0
"3242" 1 0 0 1 1
"3243" 0 0 0 0 1
"3244" 0 1 0 1 0
"3245" 0 1 1 0 1
"3246" 0 1 0 0 0
"3247" 1 1 0 1 0
"3248" 1 1 0 1 0
"3249" 1 0 1 1 1
"3250" 0 0 0 1 1
"3251" 1 1 0 0 0
"3252" 1 0 0 0 1
"3253" 0 0 1 1 1
"3254" 0 1 0 0 0
"3255" 0 1 1 1 0
"3256" 0 0 0 0 0
"3257" 1 1 1 0 1
"3258" 1 0 0 0 0
"3259" 1 0 0 0 0
"3260" 0 0 0 0 1
"3261" 1 0 0 0 1
"3262" 1 0 1 1 1
"3263" 0 1 0 1 0
"3264" 0 0 0 0 1
"3265" 0 0 1 1 1
"3266" 0 0 1 0 1
"3267" 1 1 0 1 1
"3268" 1 0 0 1 1
"3269" 1 0 0 1 1
"3270" 0 0 0 1 0
"3271" 1 0 1 0 0
"3272" 1 0 0 0 0
"3273" 0 0 1 1 0
"3274" 0 1 1 0 1
"3275" 0 1 1 1 0
"3276" 0 1 0 0 0
"3277" 1 0 1 0 0
"3278" 1 0 0 0 1
"3279" 1 1 0 0 1
"3280" 0 0 1 0 1
"3281" 1 1 1 1 1
"3282" 1 0 1 1 1
"3283" 0 1 0 0 0
"3284" 0 1 0 1 0
"3285" 0 1 0 1 1
"3286" 0 1 0 1 0
"3287" 1 1 1 1 0
"3288" 1 1 0 0 0
"3289" 1 0 1 0 1
"3290" 0 1 0 1 0
"3291" 1 0 1 0 1
"3292" 1 0 0 1 0
"3293" 0 0 0 1 1
"3294" 0 1 0 1 0
"3295" 0 1 0 1 1
"3296" 0 1 1 0 1
"3297" 1 1 0 1 0
"3298" 1 1 0 0 0
"3299" 1 0 1 0 1
"3300" 0 0 1 1 0
"3301" 1 1 0 0 1
"3302" 1 0 1 1 1
"3303" 0 0 0 0 1
"3304" 0 1 1 0 0
"3305" 0 1 1 0 1
"3306" 0 0 0 0 1
"3307" 1 1 1 0 1
"3308" 1 0 1 0 0
"3309" 1 0 0 0 1
"3310" 0 0 0 1 1
"3311" 1 0 1 1 0
"3312" 1 0 0 1 1
"3313" 0 1 0 0 0
"3314" 0 0 0 1 1
"3315" 0 0 1 1 0
"3316" 0 0 0 1 0
"3317" 1 1 1 0 0
"3318" 1 0 1 1 0
"3319" 1 0 0 1 0
"3320" 0 0 0 0 0
"3321" 1 0 1 0 0
"3322" 1 0 1 1 0
"3323" 0 0 1 0 1
"3324" 0 1 0 1 0
"3325" 0 1 0 1 0
"3326" 0 1 0 0 0
"3327" 1 0 1 0 0
"3328" 1 0 1 1 0
"3329" 1 1 0 0 1
"3330" 0 0 0 0 0
"3331" 1 1 0 1 0
"3332" 1 0 1 1 0
"3333" 0 1 0 1 1
"3334" 0 1 0 1 0
"3335" 0 1 0 0 1
"3336" 0 1 0 0 0
"3337" 1 1 0 1 0
"3338" 1 1 1 0 0
"3339" 1 0 1 0 1
"3340" 0 1 1 0 0
"3341" 1 0 1 1 1
"3342" 1 0 0 1 1
"3343" 0 0 0 0 0
"3344" 0 1 0 1 1
"3345" 0 1 1 0 0
"3346" 0 1 0 0 1
"3347" 1 1 0 1 1
"3348" 1 1 0 1 1
"3349" 1 0 1 0 1
"3350" 0 0 0 0 0
"3351" 1 1 0 0 0
"3352" 1 0 0 0 0
"3353" 0 0 1 1 1
"3354" 0 1 0 1 0
"3355" 0 1 1 1 1
"3356" 0 0 0 1 1
"3357" 1 1 1 0 1
"3358" 1 0 0 0 1
"3359" 1 0 0 1 1
"3360" 0 0 0 0 1
"3361" 1 0 0 1 1
"3362" 1 0 1 1 0
"3363" 0 1 0 0 0
"3364" 0 0 0 0 0
"3365" 0 0 1 0 0
"3366" 0 0 1 0 1
"3367" 1 1 0 1 0
"3368" 1 0 0 0 1
"3369" 1 0 0 0 0
"3370" 0 0 0 1 1
"3371" 1 0 1 1 1
"3372" 1 0 0 0 0
"3373" 0 0 1 1 1
"3374" 0 1 1 0 1
"3375" 0 1 1 0 1
"3376" 0 1 0 1 1
"3377" 1 0 1 0 0
"3378" 1 0 0 0 0
"3379" 1 1 0 1 0
"3380" 0 0 1 0 0
"3381" 1 1 1 0 0
"3382" 1 0 1 1 1
"3383" 0 1 0 1 0
"3384" 0 1 0 1 0
"3385" 0 1 0 1 0
"3386" 0 1 0 1 0
"3387" 1 1 1 0 0
"3388" 1 1 0 1 0
"3389" 1 0 1 0 1
"3390" 0 1 0 1 0
"3391" 1 0 1 0 0
"3392" 1 0 0 1 0
"3393" 0 0 0 0 0
"3394" 0 1 0 0 1
"3395" 0 1 0 0 0
"3396" 0 1 1 0 1
"3397" 1 1 0 0 0
"3398" 1 1 0 1 1
"3399" 1 0 1 1 1
"3400" 0 0 1 0 0
"3401" 1 1 0 0 0
"3402" 1 0 1 0 0
"3403" 0 0 0 1 0
"3404" 0 1 1 0 0
"3405" 0 1 1 0 0
"3406" 0 0 0 0 0
"3407" 1 1 1 0 0
"3408" 1 0 1 1 0
"3409" 1 0 0 0 0
"3410" 0 0 0 1 1
"3411" 1 0 1 0 0
"3412" 1 0 0 1 1
"3413" 0 1 0 1 0
"3414" 0 0 0 0 1
"3415" 0 0 1 1 0
"3416" 0 0 0 0 0
"3417" 1 1 1 1 1
"3418" 1 0 1 0 1
"3419" 1 0 0 1 0
"3420" 0 0 0 1 1
"3421" 1 0 1 1 0
"3422" 1 0 1 1 1
"3423" 0 0 1 0 0
"3424" 0 1 0 0 0
"3425" 0 1 0 1 0
"3426" 0 1 0 0 1
"3427" 1 0 1 1 0
"3428" 1 0 1 1 0
"3429" 1 1 0 0 1
"3430" 0 0 0 1 0
"3431" 1 1 0 1 1
"3432" 1 0 1 0 0
"3433" 0 1 0 0 0
"3434" 0 1 0 0 1
"3435" 0 1 0 0 0
"3436" 0 1 0 1 1
"3437" 1 1 0 0 1
"3438" 1 1 1 1 1
"3439" 1 0 1 1 1
"3440" 0 1 1 1 1
"3441" 1 0 1 0 1
"3442" 1 0 0 1 0
"3443" 0 0 0 0 1
"3444" 0 1 0 1 0
"3445" 0 1 1 0 1
"3446" 0 1 0 0 0
"3447" 1 1 0 1 0
"3448" 1 1 0 0 0
"3449" 1 0 1 1 0
"3450" 0 0 0 1 1
"3451" 1 1 0 1 0
"3452" 1 0 0 0 1
"3453" 0 0 1 0 0
"3454" 0 1 0 0 1
"3455" 0 1 1 0 1
"3456" 0 0 0 1 0
"3457" 1 1 1 1 0
"3458" 1 0 0 0 0
"3459" 1 0 0 1 0
"3460" 0 0 0 1 0
"3461" 1 0 0 1 1
"3462" 1 0 1 1 1
"3463" 0 1 0 0 0
"3464" 0 0 0 0 1
"3465" 0 0 1 0 0
"3466" 0 0 1 0 1
"3467" 1 1 0 1 0
"3468" 1 0 0 0 1
"3469" 1 0 0 1 0
"3470" 0 0 0 0 0
"3471" 1 0 1 0 0
"3472" 1 0 0 1 0
"3473" 0 0 1 1 1
"3474" 0 1 1 0 0
"3475" 0 1 1 1 1
"3476" 0 1 0 1 0
"3477" 1 0 1 0 0
"3478" 1 0 0 0 1
"3479" 1 1 0 1 1
"3480" 0 0 1 0 0
"3481" 1 1 1 0 1
"3482" 1 0 1 1 0
"3483" 0 1 0 0 1
"3484" 0 1 0 0 0
"3485" 0 1 0 1 1
"3486" 0 1 0 0 0
"3487" 1 1 1 0 0
"3488" 1 1 0 0 1
"3489" 1 0 1 1 1
"3490" 0 1 0 1 1
"3491" 1 0 1 1 0
"3492" 1 0 0 0 1
"3493" 0 0 0 0 0
"3494" 0 1 0 1 1
"3495" 0 1 0 0 1
"3496" 0 1 1 0 1
"3497" 1 1 0 0 1
"3498" 1 1 0 1 1
"3499" 1 0 1 1 0
"3500" 0 0 1 0 1
"3501" 1 1 0 1 1
"3502" 1 0 1 0 1
"3503" 0 0 0 0 1
"3504" 0 1 1 0 0
"3505" 0 1 1 0 0
"3506" 0 0 0 1 1
"3507" 1 1 1 1 0
"3508" 1 0 1 1 1
"3509" 1 0 0 1 1
"3510" 0 0 0 1 1
"3511" 1 0 1 0 0
"3512" 1 0 0 0 1
"3513" 0 1 0 1 1
"3514" 0 0 0 0 0
"3515" 0 0 1 0 0
"3516" 0 0 0 0 0
"3517" 1 1 1 0 1
"3518" 1 0 1 1 1
"3519" 1 0 0 0 1
"3520" 0 0 0 0 0
"3521" 1 0 1 1 1
"3522" 1 0 1 1 1
"3523" 0 0 1 0 0
"3524" 0 1 0 1 1
"3525" 0 1 0 0 1
"3526" 0 1 0 0 1
"3527" 1 0 1 1 0
"3528" 1 0 1 0 0
"3529" 1 1 0 0 1
"3530" 0 0 0 0 0
"3531" 1 1 0 0 0
"3532" 1 0 1 0 1
"3533" 0 1 0 1 1
"3534" 0 1 0 0 0
"3535" 0 1 0 1 1
"3536" 0 1 0 1 1
"3537" 1 1 0 1 0
"3538" 1 1 1 0 1
"3539" 1 0 1 0 1
"3540" 0 1 1 0 1
"3541" 1 0 1 0 0
"3542" 1 0 0 1 0
"3543" 0 0 0 0 0
"3544" 0 1 0 1 0
"3545" 0 1 1 0 0
"3546" 0 1 0 1 0
"3547" 1 1 0 0 1
"3548" 1 1 0 0 1
"3549" 1 0 1 0 0
"3550" 0 0 0 0 1
"3551" 1 1 0 0 1
"3552" 1 0 0 1 1
"3553" 0 0 1 1 0
"3554" 0 1 0 1 0
"3555" 0 1 1 0 0
"3556" 0 0 0 1 1
"3557" 1 1 1 0 0
"3558" 1 0 0 0 1
"3559" 1 0 0 1 0
"3560" 0 0 0 0 1
"3561" 1 0 0 0 0
"3562" 1 0 1 0 0
"3563" 0 1 0 0 0
"3564" 0 0 0 0 0
"3565" 0 0 1 1 0
"3566" 0 0 1 1 0
"3567" 1 1 0 0 1
"3568" 1 0 0 1 0
"3569" 1 0 0 0 1
"3570" 0 0 0 1 1
"3571" 1 0 1 1 1
"3572" 1 0 0 0 1
"3573" 0 0 1 0 0
"3574" 0 1 1 1 1
"3575" 0 1 1 1 0
"3576" 0 1 0 1 0
"3577" 1 0 1 0 0
"3578" 1 0 0 1 0
"3579" 1 1 0 0 1
"3580" 0 0 1 1 1
"3581" 1 1 1 0 1
"3582" 1 0 1 0 0
"3583" 0 1 0 1 1
"3584" 0 1 0 0 0
"3585" 0 1 0 0 0
"3586" 0 1 0 0 0
"3587" 1 1 1 1 0
"3588" 1 1 0 0 1
"3589" 1 0 1 1 0
"3590" 0 1 0 0 1
"3591" 1 0 1 0 1
"3592" 1 0 0 0 0
"3593" 0 0 0 1 0
"3594" 0 1 0 0 0
"3595" 0 1 0 1 0
"3596" 0 1 1 0 0
"3597" 1 1 0 1 1
"3598" 1 1 0 0 1
"3599" 1 0 1 0 1
"3600" 0 0 1 0 1
"3601" 1 1 0 1 0
"3602" 1 0 1 1 1
"3603" 0 0 0 0 0
"3604" 0 1 1 0 0
"3605" 0 1 1 0 0
"3606" 0 0 0 1 0
"3607" 1 1 1 0 1
"3608" 1 0 1 0 1
"3609" 1 0 0 0 0
"3610" 0 0 0 1 1
"3611" 1 0 1 0 0
"3612" 1 0 0 1 0
"3613" 0 1 0 1 0
"3614" 0 0 0 0 1
"3615" 0 0 1 1 0
"3616" 0 0 0 1 1
"3617" 1 1 1 1 0
"3618" 1 0 1 1 0
"3619" 1 0 0 1 1
"3620" 0 0 0 0 0
"3621" 1 0 1 1 0
"3622" 1 0 1 1 1
"3623" 0 0 1 0 1
"3624" 0 1 0 0 1
"3625" 0 1 0 0 1
"3626" 0 1 0 0 1
"3627" 1 0 1 0 0
"3628" 1 0 1 1 0
"3629" 1 1 0 1 1
"3630" 0 0 0 1 0
"3631" 1 1 0 1 1
"3632" 1 0 1 0 1
"3633" 0 1 0 0 1
"3634" 0 1 0 0 1
"3635" 0 1 0 1 1
"3636" 0 1 0 0 0
"3637" 1 1 0 0 1
"3638" 1 1 1 0 1
"3639" 1 0 1 0 0
"3640" 0 1 1 0 0
"3641" 1 0 1 1 1
"3642" 1 0 0 0 1
"3643" 0 0 0 0 1
"3644" 0 1 0 0 0
"3645" 0 1 1 0 1
"3646" 0 1 0 0 1
"3647" 1 1 0 0 0
"3648" 1 1 0 0 1
"3649" 1 0 1 0 1
"3650" 0 0 0 0 0
"3651" 1 1 0 0 1
"3652" 1 0 0 1 0
"3653" 0 0 1 1 0
"3654" 0 1 0 1 0
"3655" 0 1 1 1 0
"3656" 0 0 0 0 0
"3657" 1 1 1 0 1
"3658" 1 0 0 1 0
"3659" 1 0 0 1 1
"3660" 0 0 0 1 0
"3661" 1 0 0 1 0
"3662" 1 0 1 1 0
"3663" 0 1 0 0 0
"3664" 0 0 0 1 0
"3665" 0 0 1 0 0
"3666" 0 0 1 0 1
"3667" 1 1 0 1 1
"3668" 1 0 0 1 1
"3669" 1 0 0 1 1
"3670" 0 0 0 0 1
"3671" 1 0 1 0 0
"3672" 1 0 0 0 0
"3673" 0 0 1 1 0
"3674" 0 1 1 1 0
"3675" 0 1 1 0 0
"3676" 0 1 0 0 0
"3677" 1 0 1 0 0
"3678" 1 0 0 1 1
"3679" 1 1 0 1 1
"3680" 0 0 1 0 0
"3681" 1 1 1 0 1
"3682" 1 0 1 1 0
"3683" 0 1 0 1 1
"3684" 0 1 0 1 1
"3685" 0 1 0 0 1
"3686" 0 1 0 0 0
"3687" 1 1 1 1 1
"3688" 1 1 0 0 0
"3689" 1 0 1 0 1
"3690" 0 1 0 0 1
"3691" 1 0 1 0 1
"3692" 1 0 0 0 0
"3693" 0 0 0 0 0
"3694" 0 1 0 0 1
"3695" 0 1 0 0 0
"3696" 0 1 1 0 0
"3697" 1 1 0 1 0
"3698" 1 1 0 0 0
"3699" 1 0 1 0 1
"3700" 0 0 1 1 1
"3701" 1 1 0 1 0
"3702" 1 0 1 1 0
"3703" 0 0 0 1 1
"3704" 0 1 1 0 0
"3705" 0 1 1 0 1
"3706" 0 0 0 0 0
"3707" 1 1 1 1 0
"3708" 1 0 1 0 0
"3709" 1 0 0 1 1
"3710" 0 0 0 1 1
"3711" 1 0 1 0 1
"3712" 1 0 0 0 0
"3713" 0 1 0 1 1
"3714" 0 0 0 1 1
"3715" 0 0 1 0 1
"3716" 0 0 0 1 0
"3717" 1 1 1 1 0
"3718" 1 0 1 1 0
"3719" 1 0 0 0 1
"3720" 0 0 0 1 1
"3721" 1 0 1 1 1
"3722" 1 0 1 0 0
"3723" 0 0 1 0 1
"3724" 0 1 0 1 0
"3725" 0 1 0 0 1
"3726" 0 1 0 1 0
"3727" 1 0 1 0 1
"3728" 1 0 1 1 1
"3729" 1 1 0 0 0
"3730" 0 0 0 0 1
"3731" 1 1 0 0 0
"3732" 1 0 1 0 0
"3733" 0 1 0 1 0
"3734" 0 1 0 0 1
"3735" 0 1 0 1 0
"3736" 0 1 0 0 0
"3737" 1 1 0 1 1
"3738" 1 1 1 0 0
"3739" 1 0 1 0 1
"3740" 0 1 1 0 0
"3741" 1 0 1 1 0
"3742" 1 0 0 1 1
"3743" 0 0 0 0 1
"3744" 0 1 0 1 0
"3745" 0 1 1 0 0
"3746" 0 1 0 0 0
"3747" 1 1 0 1 0
"3748" 1 1 0 1 1
"3749" 1 0 1 1 1
"3750" 0 0 0 1 0
"3751" 1 1 0 0 1
"3752" 1 0 0 0 1
"3753" 0 0 1 1 1
"3754" 0 1 0 0 1
"3755" 0 1 1 1 0
"3756" 0 0 0 0 0
"3757" 1 1 1 0 1
"3758" 1 0 0 0 0
"3759" 1 0 0 0 0
"3760" 0 0 0 0 0
"3761" 1 0 0 0 1
"3762" 1 0 1 1 0
"3763" 0 1 0 1 0
"3764" 0 0 0 0 1
"3765" 0 0 1 1 1
"3766" 0 0 1 0 0
"3767" 1 1 0 1 1
"3768" 1 0 0 1 1
"3769" 1 0 0 1 1
"3770" 0 0 0 1 0
"3771" 1 0 1 0 1
"3772" 1 0 0 0 1
"3773" 0 0 1 1 0
"3774" 0 1 1 0 1
"3775" 0 1 1 1 0
"3776" 0 1 0 0 0
"3777" 1 0 1 0 0
"3778" 1 0 0 0 0
"3779" 1 1 0 0 0
"3780" 0 0 1 0 0
"3781" 1 1 1 1 0
"3782" 1 0 1 1 1
"3783" 0 1 0 0 0
"3784" 0 1 0 1 1
"3785" 0 1 0 1 0
"3786" 0 1 0 1 0
"3787" 1 1 1 1 1
"3788" 1 1 0 0 0
"3789" 1 0 1 0 1
"3790" 0 1 0 1 0
